	S2N	p-val	FDR
GNB3	-0.14772528409957886	0.2622353586750474	0.7241727510676401
TSPAN6	-0.1477731168270111	0.26217399980045897	0.7241030586938552
DKFZP564J0863	-0.1478671282529831	0.2620368153247531	0.7238238941711452
NAPSA	-0.1478879153728485	0.2620023944926669	0.7238238941711452
CHMP4B	-0.14791901409626007	0.2619649805447471	0.7238238941711452
LENG3	-0.147964209318161	0.26190012970168614	0.7237455197132617
PAGE2	-0.1479722410440445	0.26189065150154645	0.7237455197132617
CNTF	-0.14799733459949493	0.2618607203432106	0.7237455197132617
OBP2B	-0.1480540931224823	0.26178439588945424	0.7237250034478002
LOC157740	-0.14807634055614471	0.2617594532575077	0.7237250034478002
RXRG	-0.14809860289096832	0.2617275266886162	0.7237250034478002
RP11-311P8.3	-0.14810261130332947	0.2617245335727826	0.7237250034478002
LOC400456	-0.14811477065086365	0.2617110645515315	0.7237250034478002
HRASLS5	-0.1481882929801941	0.26161428713957896	0.7237250034478002
IFNA17	-0.14820580184459686	0.2615823605706874	0.7237250034478002
VSNL1	-0.14826998114585876	0.2614980544747082	0.7236319712865821
POMC	-0.14827360212802887	0.26149456250623565	0.7236319712865821
KLHL6	-0.1482739895582199	0.26149456250623565	0.7236319712865821
MTIF3	-0.14830943942070007	0.2614396887159533	0.7236319712865821
CENPI	-0.14832238852977753	0.26142422428414647	0.7236319712865821
FLJ33360	-0.14833949506282806	0.2614032724733114	0.7236319712865821
CCDC45	-0.14844587445259094	0.26126558914496656	0.7235880077369439
TBXA2R	-0.14847761392593384	0.26122368552329644	0.723571922067155
GTF2IRD2	-0.14851289987564087	0.26117529681732016	0.7235378662244334
CAMSAP1	-0.14854100346565247	0.26113289434301107	0.7235203870076019
HES2	-0.14857901632785797	0.2610840067843959	0.7234849322643075
ABCC2	-0.1487623006105423	0.26082659882270776	0.722871560901424
CMTM2	-0.14879131317138672	0.2607941734011773	0.722871560901424
TMEM28	-0.14885447919368744	0.2607158535368652	0.7227644862398008
C21ORF58	-0.1490822732448578	0.2603980844058665	0.7219834024896264
MME	-0.14912599325180054	0.2603187668362766	0.7218633282611704
TNNC2	-0.1491733342409134	0.2602524194352988	0.7217791920309906
BLZF1	-0.14937148988246918	0.26001197246333435	0.7212121212121213
NEIL3	-0.14942209422588348	0.2599421330938841	0.7211181843343483
SOCS3	-0.149569571018219	0.2597361069540058	0.7206463667820069
TTLL6	-0.14981110394001007	0.25940536765439487	0.719828349944629
GLRA3	-0.14988131821155548	0.2593021051581363	0.7196414232313443
VPS52	-0.1498880386352539	0.25928564302105156	0.7196414232313443
LOC285181	-0.1498955488204956	0.25927516711563403	0.7196414232313443
GSTA1	-0.14989759027957916	0.25927217399980046	0.7196414232313443
PRKAB1	-0.1499573290348053	0.2591773919984037	0.7196414232313443
C21ORF7	-0.14997336268424988	0.259153447071735	0.7196414232313443
SLC16A11	-0.15001650154590607	0.25910356180784194	0.7196414232313443
LOC645340	-0.15019899606704712	0.2588441584355981	0.7190673503325942
NFKB1	-0.15022070705890656	0.2588112341614287	0.7190673503325942
SNX30	-0.15022628009319305	0.258801755961289	0.7190673503325942
C9ORF19	-0.15028290450572968	0.2587294223286441	0.7190475530292527
LOC284475	-0.15037181973457336	0.25860869999002295	0.7188117027176928
WASPIP	-0.15037518739700317	0.25860021949516115	0.7188117027176928
PTPRN	-0.15054675936698914	0.25835478399680734	0.7183051317614424
DRD4	-0.15059149265289307	0.25829292626957995	0.7182327645998058
LOC645418	-0.15059934556484222	0.25828444577471815	0.7182327645998058
LOC285944	-0.15062424540519714	0.25825102264790983	0.7182327645998058
E2F8	-0.1507900059223175	0.25801606305497354	0.7177615875659172
FLJ14327	-0.15088126063346863	0.25788486481093487	0.7174961832061069
PAX7	-0.15089550614356995	0.2578629152948219	0.7174961832061069
MAP3K2	-0.15095634758472443	0.2577776114935648	0.7173969179508538
C20ORF135	-0.15103380382061005	0.25767235358675045	0.7172035545681754
RNF146	-0.15112632513046265	0.2575486381322957	0.7169587557283711
PLOD1	-0.15120601654052734	0.257417439888257	0.7166930555555555
SIAH1	-0.15121257305145264	0.2574084605407563	0.7166930555555555
C18ORF8	-0.15135951340198517	0.25721141374837875	0.7163184217838289
PLCH2	-0.151403546333313	0.2571510525790681	0.7162498263165207
PNN	-0.15141688287258148	0.2571310984735109	0.7162498263165207
RNF121	-0.15144285559654236	0.2570986730519804	0.7162498263165207
TNFAIP8	-0.1514853984117508	0.2570353187668363	0.7162260216847373
TAIP-2	-0.15157653391361237	0.25690062855432505	0.7159502293896844
AMY1A	-0.15160752832889557	0.2568537364062656	0.7159190767519465
PKHD1L1	-0.15163622796535492	0.25680933852140075	0.7158948685857321
LOC283683	-0.15172013640403748	0.2566980943829193	0.7156842837273992
TMEM56	-0.1517207771539688	0.2566980943829193	0.7156842837273992
PANK1	-0.15174280107021332	0.2566656689613888	0.7156842837273992
KIAA1333	-0.15181128680706024	0.2565788686022149	0.7156504800333936
C19ORF4	-0.15186716616153717	0.2564965579167914	0.7155204564430838
TNNT3	-0.15194937586784363	0.25638531377830986	0.7153096729297146
ATP6V1A	-0.15204428136348724	0.2562591040606605	0.7150570712694878
CEP57	-0.15204894542694092	0.2562531178289933	0.7150570712694878
FLJ39531	-0.15204916894435883	0.2562526189763544	0.7150570712694878
KIAA0574	-0.1520877480506897	0.25620123715454457	0.7150570712694878
FBXO38	-0.1521472930908203	0.25611294023745385	0.7150473537604456
FLJ44451	-0.15232230722904205	0.2558645116232665	0.7144532664716535
GPKOW	-0.15233877301216125	0.2558450563703482	0.7144532664716535
ATOH1	-0.1524268090724945	0.2557193455053377	0.7142468998188658
SLCO1B1	-0.15245933830738068	0.25566397286241643	0.7141917502787067
IGLC1	-0.15254196524620056	0.2555422528185174	0.7139512195121951
ALDH3A1	-0.15260741114616394	0.2554574478698992	0.7138137719542793
AQP9	-0.15268565714359283	0.2553521899630849	0.7136191272828663
CXADR	-0.15269577503204346	0.2553427117629452	0.7136191272828663
PLA2G2D	-0.1527576446533203	0.25525641025641027	0.7135504113791661
GPR65	-0.15278741717338562	0.25520752269779506	0.7135132496513249
SPRY3	-0.15279023349285126	0.25520552728723933	0.7135132496513249
LOC642455	-0.1528586894273758	0.25511373840167617	0.7134500558035715
LOC644844	-0.15306338667869568	0.25482590042901326	0.7127445235105344
SLCO2A1	-0.1530861258506775	0.25479098074428813	0.7127445235105344
NEDD1	-0.1530967652797699	0.2547750174598424	0.7127445235105344
HIST1H3B	-0.1531040221452713	0.2547655392597027	0.7127445235105344
DNAI2	-0.15313340723514557	0.25472563104858825	0.7127445235105344
TNK1	-0.15314161777496338	0.2547181482590043	0.7127445235105344
LOC144501	-0.15316154062747955	0.2546892148059463	0.7127445235105344
TRIM29	-0.15316390991210938	0.25468622169011274	0.7127445235105344
RLBP1	-0.15333020687103271	0.2544432804549536	0.7124696186618243
MAN2B2	-0.1533718854188919	0.2543794273171705	0.7123903324951103
MGC3260	-0.1534719169139862	0.25424773022049285	0.71212100041917
LOC285735	-0.15347668528556824	0.2542412451361868	0.71212100041917
C9ORF53	-0.1535063534975052	0.2541993415145166	0.71212100041917
ZNF775	-0.1535356640815735	0.25415594133492964	0.71212100041917
SRRM1	-0.15357014536857605	0.25410954803950914	0.71212100041917
TMEM86B	-0.15357813239097595	0.25410156639728626	0.71212100041917
FLJ37673	-0.15358029305934906	0.2540980744288137	0.71212100041917
KCNQ1	-0.15359504520893097	0.25408061458645115	0.71212100041917
C1ORF20	-0.15361632406711578	0.25405766736506036	0.71212100041917
IGL@	-0.15364231169223785	0.25402823505936345	0.71212100041917
CYP19A1	-0.1536436676979065	0.25402823505936345	0.71212100041917
CDC14C	-0.15368594229221344	0.2539703681532475	0.71212100041917
LOC646168	-0.15370328724384308	0.25394791978449566	0.71212100041917
FLJ32784	-0.15372490882873535	0.253916990920882	0.71212100041917
FGD1	-0.15374715626239777	0.25388107353087896	0.71212100041917
ZFP57	-0.15375156700611115	0.25387209418337825	0.71212100041917
MAGEL2	-0.1537615954875946	0.2538651102464332	0.71212100041917
TAF15	-0.15376974642276764	0.25385214007782103	0.71212100041917
APIP	-0.1537865400314331	0.25383268482490273	0.71212100041917
NRBF2	-0.15379340946674347	0.2538242043300409	0.71212100041917
GPAA1	-0.15380941331386566	0.25380075825601117	0.71212100041917
LOC644997	-0.15381214022636414	0.25379876284545544	0.71212100041917
ASB5	-0.15383346378803253	0.2537728225082311	0.71212100041917
ZMYND12	-0.15389223396778107	0.2536969969071136	0.71212100041917
TLR4	-0.1538986712694168	0.253687019854335	0.71212100041917
LOC147299	-0.1539253145456314	0.2536506036116931	0.71212100041917
LOC550631	-0.15395453572273254	0.25361318966377333	0.71212100041917
RAB35	-0.15396882593631744	0.25359572982141076	0.71212100041917
OPTC	-0.1540101319551468	0.25353287438890554	0.71212100041917
ZNF233	-0.15408529341220856	0.2534350992716751	0.71212100041917
SLC26A9	-0.1541341245174408	0.25336575875486383	0.71212100041917
RAB30	-0.15419301390647888	0.2532729721640227	0.71212100041917
VILL	-0.15426908433437347	0.2531771924573481	0.71212100041917
SIGLECP3	-0.15431399643421173	0.2531183278459543	0.71212100041917
YY1AP1	-0.15440674126148224	0.25300409059163925	0.712020216201039
LOC642333	-0.15444816648960114	0.2529392397485783	0.7119376579612469
FAM109A	-0.15445296466350555	0.25293175695899434	0.7119376579612469
LOC648245	-0.15448984503746033	0.25288486481093486	0.7119376579612469
UHMK1	-0.15449032187461853	0.25288486481093486	0.7119376579612469
NINJ2	-0.15458719432353973	0.25275017459842364	0.7118052823826918
RFTN2	-0.15459024906158447	0.252747680335229	0.7118052823826918
LOC387601	-0.1546083390712738	0.25272124114536565	0.7118052823826918
DMRT3	-0.15463091433048248	0.25269180883966874	0.7118052823826918
C11ORF44	-0.15471568703651428	0.25257407961688116	0.7117093055946021
PCDHA2	-0.15474466979503632	0.2525351691110446	0.7116997047659216
TMEM133	-0.15477509796619415	0.2524997505736805	0.7116997047659216
PLAC8	-0.1547831892967224	0.25248827696298515	0.7116997047659216
AIRE	-0.15480776131153107	0.2524518607203432	0.7116997047659216
ADAM29	-0.15487299859523773	0.25235558216102966	0.7115937543958363
FCN1	-0.1549365222454071	0.25226878180185575	0.7114490714687676
HYAL1	-0.15509101748466492	0.2520552728723935	0.7109469537076122
CNOT2	-0.15510380268096924	0.2520308290930859	0.7109469537076122
NMRAL1	-0.1551220715045929	0.2520093784296119	0.7109469537076122
GLRA1	-0.1551581472158432	0.251965479397386	0.7109469537076122
CPLX1	-0.1552335023880005	0.25185473411154347	0.7107813599887371
ENPP6	-0.1552363485097885	0.2518502444377931	0.7107813599887371
NCOA6	-0.15532100200653076	0.2517380025940337	0.7106520208421349
ZNF35	-0.1553279161453247	0.2517270278359773	0.7106520208421349
C12ORF56	-0.15538176894187927	0.2516507033822209	0.7106057191153683
BRF1	-0.155394047498703	0.25163324353985833	0.7106057191153683
LOC91661	-0.1554301530122757	0.25158285942332637	0.7106057191153683
PANX1	-0.15545497834682465	0.2515499351491569	0.7106057191153683
KCTD14	-0.15545685589313507	0.2515464431806844	0.7106057191153683
HOXD9	-0.15545718371868134	0.2515459443280455	0.7106057191153683
MRPS16	-0.15555374324321747	0.25141574378928466	0.7105427886648809
RPL23AP7	-0.1556314378976822	0.2513204629352489	0.7103736604624928
GALT	-0.15565893054008484	0.25128454554524593	0.7103723029191933
C1ORF89	-0.15571928024291992	0.2512037314177392	0.7102440056417489
MGC35402	-0.1557857245206833	0.2511204230270378	0.7101086189871632
C18ORF1	-0.15583094954490662	0.2510630549735608	0.7100465575620767
PITRM1	-0.15588726103305817	0.25099371445674945	0.7099506137999152
UNC119	-0.15593785047531128	0.25091938541354886	0.7098405306237652
C10ORF78	-0.1561688780784607	0.2506061059563005	0.7090543401552576
CRYBA4	-0.15618550777435303	0.25058565299810437	0.7090543401552576
CYP51A1	-0.1561911702156067	0.25058066447171506	0.7090543401552576
C1ORF103	-0.1562117040157318	0.25055422528185173	0.7090543401552576
FLJ30313	-0.1563451886177063	0.2503526888157238	0.7087374664595395
DLEU7	-0.15634702146053314	0.25035019455252916	0.7087374664595395
TREM1	-0.15640144050121307	0.25027885862516214	0.7087286339878514
KIAA1967	-0.15640610456466675	0.2502713758355782	0.7087286339878514
ANKRD39	-0.15650171041488647	0.2501486580864013	0.7085601243464745
NBPF4	-0.1565140187740326	0.25013119824403873	0.7085601243464745
CHODL	-0.1565290093421936	0.2501052579068143	0.7085601243464745
IPMK	-0.15662436187267303	0.24997006884166417	0.7083545377438507
ZSCAN1	-0.156690314412117	0.249870797166517	0.7081733352184363
C6ORF136	-0.15669536590576172	0.24986680634540556	0.7081733352184363
LRP5	-0.15674635767936707	0.24980295320762247	0.7081733352184363
COX5B	-0.15675750374794006	0.24978798762845456	0.7081733352184363
LOC653394	-0.1567995846271515	0.24972463334331038	0.7081595699533172
MASTL	-0.15682396292686462	0.24969619874289134	0.7081595699533172
PITX3	-0.1568453162908554	0.24966227676344407	0.7081595699533172
RHEB	-0.15685319900512695	0.24965180085802655	0.7081595699533172
SLC25A35	-0.15685434639453888	0.24965030430010976	0.7081595699533172
ORMDL1	-0.1569564789533615	0.24950663474009777	0.7080421857304643
POU1F1	-0.157004714012146	0.24944427816023146	0.7079654537731841
CENTB2	-0.15701374411582947	0.24942781602314676	0.7079654537731841
CYB5R3	-0.15703041851520538	0.24939938142272772	0.7079654537731841
SPARCL1	-0.15714885294437408	0.24923076923076923	0.7076600566572238
ZNF335	-0.15718743205070496	0.24917190461937544	0.7075931435047457
LOC644942	-0.15721294283866882	0.249138980345206	0.7075931435047457
DRD3	-0.15724286437034607	0.24910406066048088	0.7075931435047457
PSMC2	-0.15726207196712494	0.2490796168811733	0.7075931435047457
LOC115110	-0.1573861837387085	0.24890851042602016	0.7072459248759745
ACF	-0.1573861837387085	0.24890851042602016	0.7072459248759745
LOC285419	-0.15739288926124573	0.24889853337324155	0.7072459248759745
RASL12	-0.15745703876018524	0.2488042502244837	0.7072459248759745
ASB3	-0.15746065974235535	0.24880025940337225	0.7072459248759745
DRP2	-0.1576068252325058	0.24860520802155042	0.7068851063829786
CABP4	-0.15761464834213257	0.24859622867404968	0.7068851063829786
HOXD11	-0.15762309730052948	0.2485832585054375	0.7068851063829786
LOC440149	-0.15772169828414917	0.24844158435598124	0.706720590322123
ZNF292	-0.15790164470672607	0.24821011673151752	0.7061623616236163
PKD2	-0.15791873633861542	0.24818467524693205	0.7061623616236163
CRX	-0.15795062482357025	0.24815075326748479	0.7061623616236163
LOC339505	-0.15806058049201965	0.24800957797066747	0.7058923754082068
SYCN	-0.15807311236858368	0.24799062157038812	0.7058923754082068
HIST2H4	-0.15812444686889648	0.24791878679038212	0.7058343985229372
GRPR	-0.1581355333328247	0.247905317769131	0.7058343985229372
EPHA8	-0.15814246237277985	0.24789733612690812	0.7058343985229372
XYLT1	-0.15815839171409607	0.2478743889055173	0.7058343985229372
MLLT10	-0.15817542374134064	0.24784445774718147	0.7058343985229372
DGKG	-0.1581902652978897	0.24782101167315176	0.7058343985229372
LOC643842	-0.15828156471252441	0.24769679736605807	0.7058038379530918
LOC221584	-0.1582854837179184	0.24769130998702985	0.7058038379530918
WHSC2	-0.158364400267601	0.24759153945924373	0.7057045357599886
RAD54L2	-0.15836960077285767	0.24758455552229872	0.7057045357599886
CYP24A1	-0.1584288775920868	0.24749675745784694	0.705635044801593
HIATL1	-0.15848039090633392	0.2474334031727028	0.7055547652916074
TAT	-0.15853403508663177	0.24736057068741893	0.7054474320671504
FLJ25680	-0.1585341989994049	0.24736057068741893	0.7054474320671504
ZFPL1	-0.1585574746131897	0.24732964182380524	0.7054474320671504
ZNF600	-0.15861229598522186	0.24725231966477101	0.7054397950469684
MS4A5	-0.15866118669509888	0.24718547341115435	0.7053494661921709
BLOC1S2	-0.15870705246925354	0.24713109847351092	0.7052947038724374
CPNE6	-0.15872178971767426	0.24710565698892548	0.7052947038724374
LOC151657	-0.1587265133857727	0.24709867305198044	0.7052947038724374
KIAA0984	-0.15880051255226135	0.2469999002294722	0.7052214784218773
FAM57B	-0.15881046652793884	0.24698792776613787	0.7052214784218773
BTBD16	-0.15894347429275513	0.24682180983737403	0.7049138053853825
C1ORF190	-0.15905071794986725	0.24667664371944528	0.7045996010259333
HLA-E	-0.15906716883182526	0.24665319764541555	0.7045996010259333
NID1	-0.15909184515476227	0.24661528484485684	0.7045996010259333
TRIM21	-0.1591409593820572	0.24654793973860123	0.7045331432644334
DKFZP434A062	-0.15914331376552582	0.24654494662276763	0.7045331432644334
WIPI2	-0.1591607630252838	0.24652349595929363	0.7045331432644334
NTSR1	-0.15923666954040527	0.24640177591539458	0.7044167142042214
TUBA4	-0.1592472493648529	0.24638980345206027	0.7044167142042214
CD47	-0.15926779806613922	0.2463658585253916	0.7044167142042214
TUBG1	-0.15936948359012604	0.24622917290232466	0.7042245684120417
SSX3	-0.15942737460136414	0.24614187369051183	0.7040753424657534
LOC653217	-0.15947434306144714	0.24607402973161727	0.7039817325531611
C1ORF133	-0.15960395336151123	0.24588995310785194	0.7035555238367115
GPRASP1	-0.15968427062034607	0.24577421929562007	0.7033247680228408
SLC45A4	-0.15976448357105255	0.24566048089394393	0.7030996573386636
C14ORF65	-0.15978281199932098	0.24563354285144168	0.7030996573386636
C10ORF114	-0.15985053777694702	0.24554424822907314	0.7029677235075693
DPF1	-0.15987446904182434	0.24550833083907014	0.702965290672761
LOC643439	-0.15988457202911377	0.24549536067045793	0.702965290672761
LOC389834	-0.1598929762840271	0.24548288935448467	0.702965290672761
AEBP1	-0.15993374586105347	0.2454290132694802	0.702965290672761
LOC283970	-0.16006463766098022	0.24525142173002096	0.7026311276261256
LOC641894	-0.16012270748615265	0.24517260301306995	0.7025057175528875
LOC284263	-0.16025716066360474	0.24500049885263894	0.7021129378127234
APEX2	-0.16028182208538055	0.244964082609997	0.7021089505290249
ANKRD35	-0.16052554547786713	0.24462685822608002	0.7012426712426713
POLR2A	-0.1606970876455307	0.24439289633842162	0.7006721967963386
RNF207	-0.16074806451797485	0.2443205627057767	0.7005650121584895
C15ORF50	-0.16092373430728912	0.2440846054075626	0.6999885550786838
